session_id,training_day,date,body_weight,mood,dchest,arms,waist,legs,shoulders,training_duration_minutes,sleep_hours,stress_level,program_phase,exercise,muscle_group,weight,reps,volume
1693,FULLBODY1,2022-10-22,105.0,good,126.4,36.8,89.0,69.0,145.8,55.4,8.6,1,hypertrophy,Back Squat,legs,1075.0,9,9675.0
746,FULLBODY2,2016-10-05,84.4,good,100.9,29.3,69.9,55.1,119.9,57.5,8.5,2,hypertrophy,Leg Extension,quads,452.5,12,5430.0
1329,FULLBODY3,2020-06-25,95.8,okay,113.7,33.7,80.2,63.2,134.6,74.0,7.8,2,deload,Seated Face Pull,shoulders,687.5,9,6187.5
611,FULLBODY2,2015-11-23,80.6,good,95.9,28.5,69.8,51.8,111.8,68.9,9.2,1,hypertrophy,Overhead Press,shoulders,372.5,12,4470.0
840,FULLBODY3,2017-05-10,86.2,tired,103.0,29.6,75.3,56.5,119.4,61.6,6.9,3,hypertrophy,Reverse Grip Lat Pulldown,back,687.5,6,4125.0
15,FULLBODY3,2012-02-03,70.5,okay,85.2,25.3,60.9,47.0,99.9,67.8,7.4,4,hypertrophy,Reverse Grip Lat Pulldown,back,32.5,10,325.0
862,FULLBODY1,2017-07-01,86.8,tired,103.3,30.8,73.8,57.1,122.3,64.4,6.4,4,hypertrophy,Lat Pulldown,back,470.0,9,4230.0
767,FULLBODY2,2016-11-23,85.5,okay,103.5,29.2,73.5,54.5,117.7,67.8,7.5,1,hypertrophy,Deadlift,back,527.5,8,4220.0
681,FULLBODY3,2016-05-06,84.2,good,102.2,29.9,70.7,54.8,118.0,69.1,9.1,1,deload,Lying Leg Curl,hamstrings,377.5,8,3020.0
974,FULLBODY2,2018-03-21,90.2,okay,110.1,31.5,76.0,59.4,128.0,62.5,7.9,1,hypertrophy,Dumbbell Skull Crusher,triceps,580.0,12,6960.0
698,FULLBODY2,2016-06-15,84.9,tired,104.1,30.5,71.7,55.1,117.6,64.2,6.6,3,hypertrophy,Overhead Press,shoulders,427.5,12,5130.0
1619,FULLBODY2,2022-05-04,101.4,tired,122.2,35.4,84.3,65.3,142.3,68.7,6.7,4,hypertrophy,Deadlift,back,725.0,11,7975.0
86,FULLBODY2,2012-07-18,71.6,okay,85.6,25.0,59.6,46.7,100.6,53.5,8.0,2,hypertrophy,Dumbbell Skull Crusher,triceps,62.5,12,750.0
1564,FULLBODY1,2021-12-25,99.9,tired,120.8,34.8,85.9,65.4,138.6,66.2,6.8,4,hypertrophy,Barbell Bench Press,chest,1065.0,7,7455.0
1785,FULLBODY3,2023-05-26,106.7,good,128.0,37.8,90.3,69.6,149.3,58.2,9.0,1,deload,Dumbbell Incline Press,chest,1405.0,9,12645.0
882,FULLBODY3,2017-08-16,87.6,good,104.5,29.6,74.1,55.6,123.3,63.8,8.9,1,hypertrophy,Barbell Hip Thrust,glutes,565.0,12,6780.0
1999,FULLBODY1,2024-10-07,110.6,okay,134.8,38.9,94.0,73.7,154.2,63.2,7.2,6,hypertrophy,Dumbbell Supinated Curl,biceps,1307.5,7,9152.5
348,FULLBODY3,2014-03-21,75.2,good,92.1,26.8,63.2,48.6,102.8,53.6,9.4,2,hypertrophy,Reverse Grip Lat Pulldown,back,235.0,8,1880.0
1127,FULLBODY2,2019-03-12,93.6,good,112.5,32.5,78.2,59.7,131.0,59.3,8.3,2,hypertrophy,Cable Flye,chest,850.0,6,5100.0
150,FULLBODY3,2012-12-13,72.5,tired,85.6,25.2,61.1,46.8,101.8,58.5,7.0,2,hypertrophy,Dumbbell Incline Press,chest,145.0,10,1450.0
1550,FULLBODY2,2021-11-23,100.2,okay,121.2,34.6,84.9,64.0,141.1,68.9,7.9,1,hypertrophy,Deadlift,back,957.5,8,7660.0
223,FULLBODY1,2013-06-03,72.1,tired,86.6,26.0,60.8,47.2,98.1,53.8,5.8,3,hypertrophy,Romanian Deadlift,hamstrings,157.5,8,1260.0
716,FULLBODY2,2016-07-26,84.2,tired,102.3,29.3,69.8,55.7,119.1,60.5,6.6,6,hypertrophy,Cable Flye,chest,552.5,6,3315.0
213,FULLBODY3,2013-05-08,71.7,okay,86.4,25.8,60.7,47.2,99.7,68.5,7.8,1,hypertrophy,Barbell Hip Thrust,glutes,175.0,12,2100.0
1402,FULLBODY1,2020-12-14,96.9,good,116.2,34.3,80.7,64.2,136.0,67.9,9.5,1,hypertrophy,Dumbbell Supinated Curl,biceps,642.5,10,6425.0
1840,FULLBODY1,2023-10-01,108.0,okay,129.1,37.1,91.1,69.6,149.8,57.9,7.1,3,hypertrophy,Assisted Dip,triceps,937.5,9,8437.5
1186,FULLBODY1,2019-07-27,95.1,okay,113.7,33.7,81.2,61.5,132.1,65.8,7.1,3,hypertrophy,Romanian Deadlift,hamstrings,940.0,6,5640.0
303,FULLBODY3,2013-12-06,74.0,good,86.8,26.0,63.0,47.7,104.8,56.1,8.7,1,hypertrophy,Dumbbell Incline Press,chest,212.5,12,2550.0
828,FULLBODY3,2017-04-13,86.3,okay,105.5,29.2,73.0,55.8,120.4,54.1,7.8,2,hypertrophy,Lying Leg Curl,hamstrings,457.5,8,3660.0
1777,FULLBODY1,2023-05-08,106.7,tired,128.5,37.5,90.3,69.2,150.7,64.2,6.8,5,deload,Romanian Deadlift,hamstrings,1040.0,8,8320.0
785,FULLBODY2,2017-01-04,86.0,okay,103.4,29.5,73.8,56.7,120.2,61.3,7.8,3,deload,Leg Extension,quads,475.0,12,5700.0
1407,FULLBODY3,2020-12-23,97.2,tired,117.7,34.3,83.6,63.0,135.6,57.7,6.0,4,hypertrophy,Reverse Grip Lat Pulldown,back,552.5,12,6630.0
89,FULLBODY2,2012-07-23,71.7,okay,85.8,24.6,60.7,45.2,100.3,61.7,7.8,1,deload,Chest-Supported TBar-Row,back,125.0,6,750.0
1863,FULLBODY3,2023-11-23,108.5,okay,130.2,38.3,92.4,71.3,150.8,63.9,7.7,3,hypertrophy,Dumbbell Lateral Raise,shoulders,1092.5,12,13110.0
1064,FULLBODY2,2018-10-17,92.7,tired,109.7,32.6,78.9,60.3,128.8,67.1,5.7,4,hypertrophy,Dumbbell Skull Crusher,triceps,685.0,11,7535.0
961,FULLBODY1,2018-02-19,89.8,tired,106.8,30.6,76.4,57.5,125.4,62.3,6.7,3,deload,Back Squat,legs,475.0,12,5700.0
1957,FULLBODY1,2024-06-29,110.2,tired,131.3,37.8,93.0,71.3,153.8,58.4,6.2,4,hypertrophy,Romanian Deadlift,hamstrings,1012.5,9,9112.5
486,FULLBODY3,2015-02-04,77.5,okay,92.9,27.1,66.5,51.2,107.2,67.1,7.7,1,hypertrophy,Dumbbell Incline Press,chest,315.0,12,3780.0
229,FULLBODY1,2013-06-15,71.9,okay,87.2,24.7,60.5,47.3,100.6,61.9,7.1,2,hypertrophy,Assisted Dip,triceps,125.0,10,1250.0
1372,FULLBODY1,2020-10-03,96.6,okay,116.4,33.6,81.6,63.3,135.4,56.4,7.5,1,hypertrophy,Dumbbell Supinated Curl,biceps,792.5,8,6340.0
1630,FULLBODY1,2022-05-30,102.0,okay,122.8,35.7,86.5,66.5,141.9,65.8,7.4,3,hypertrophy,Dumbbell Supinated Curl,biceps,827.5,9,7447.5
231,FULLBODY3,2013-06-21,71.7,good,86.8,24.4,60.4,46.1,99.6,68.0,8.9,2,hypertrophy,Dumbbell Lateral Raise,shoulders,175.0,10,1750.0
251,FULLBODY2,2013-08-07,72.1,tired,87.5,25.7,61.1,46.5,100.2,73.4,6.7,4,hypertrophy,Chest-Supported TBar-Row,back,192.5,8,1540.0
1436,FULLBODY2,2021-03-03,98.6,good,119.4,34.6,84.7,62.9,138.8,60.0,8.1,1,hypertrophy,Crunch,core,925.0,7,6475.0
1130,FULLBODY2,2019-03-20,93.5,good,112.7,33.0,79.5,62.5,131.8,61.6,8.4,2,hypertrophy,Cable Flye,chest,640.0,8,5120.0
298,FULLBODY1,2013-11-23,73.7,okay,86.9,25.4,62.6,48.4,104.3,58.0,7.8,5,hypertrophy,Assisted Dip,triceps,162.5,10,1625.0
1201,FULLBODY1,2019-08-31,94.9,tired,114.0,33.7,80.9,61.4,133.5,58.1,6.1,2,deload,Back Squat,legs,695.0,10,6950.0
1388,FULLBODY2,2020-11-10,96.7,good,115.7,33.8,81.1,61.6,136.6,63.3,9.1,1,hypertrophy,Deadlift,back,1147.5,6,6885.0
1865,FULLBODY2,2023-11-29,108.4,tired,130.7,37.2,92.3,70.6,151.0,69.4,6.4,4,deload,Leg Extension,quads,1132.5,12,13590.0
1277,FULLBODY2,2020-02-24,95.8,good,115.3,33.7,81.6,62.3,134.9,59.1,9.0,1,hypertrophy,Leg Extension,quads,785.0,12,9420.0
1505,FULLBODY2,2021-08-10,100.1,okay,119.6,33.8,83.0,63.5,139.8,60.9,7.9,3,deload,Overhead Press,shoulders,887.5,12,10650.0
736,FULLBODY1,2016-09-10,84.2,okay,101.6,29.7,71.8,55.7,119.8,60.9,7.5,3,hypertrophy,Lat Pulldown,back,530.0,7,3710.0
1493,FULLBODY2,2021-07-12,99.8,tired,119.0,33.9,83.2,63.8,140.5,65.4,6.1,5,hypertrophy,Leg Extension,quads,912.5,12,10950.0
97,FULLBODY1,2012-08-11,71.9,tired,87.6,25.6,62.5,45.6,100.0,57.0,6.9,3,deload,Romanian Deadlift,hamstrings,82.5,9,742.5
364,FULLBODY1,2014-04-28,75.1,good,89.5,26.6,62.5,49.2,104.7,57.1,8.6,1,hypertrophy,Assisted Dip,triceps,195.0,10,1950.0
625,FULLBODY1,2015-12-26,81.1,okay,96.0,28.8,71.0,52.6,114.4,67.7,7.6,5,deload,Romanian Deadlift,hamstrings,535.0,6,3210.0
1666,FULLBODY1,2022-08-22,104.0,good,125.6,35.5,89.2,67.9,145.4,60.9,8.9,1,hypertrophy,Romanian Deadlift,hamstrings,782.5,10,7825.0
572,FULLBODY2,2015-08-26,79.8,okay,96.3,28.2,68.3,53.0,111.6,58.9,7.6,3,hypertrophy,Chest-Supported TBar-Row,back,297.5,10,2975.0
1900,FULLBODY1,2024-02-19,110.0,okay,132.0,38.9,92.9,72.2,156.4,66.1,7.6,2,hypertrophy,Standing Calf Raise,calves,980.0,11,10780.0
729,FULLBODY3,2016-08-25,84.0,okay,99.4,29.1,71.1,54.1,119.6,56.0,7.3,1,deload,Dumbbell Walking Lunge,legs,365.0,9,3285.0
26,FULLBODY2,2012-02-27,70.8,okay,86.5,24.9,61.8,47.5,98.7,63.2,7.5,3,hypertrophy,Deadlift,back,87.5,11,962.5
1814,FULLBODY2,2023-08-01,107.6,tired,128.1,37.7,91.2,68.4,152.5,66.5,6.8,2,hypertrophy,Leg Extension,quads,1102.5,12,13230.0
516,FULLBODY3,2015-04-16,78.8,tired,93.6,27.4,66.5,50.9,109.8,60.3,6.5,3,hypertrophy,Seated Face Pull,shoulders,267.5,9,2407.5
1567,FULLBODY1,2022-01-02,100.0,okay,117.5,35.0,85.4,64.6,140.0,61.3,7.8,1,hypertrophy,Standing Calf Raise,calves,985.0,9,8865.0
542,FULLBODY2,2015-06-15,79.2,okay,96.7,28.0,68.0,52.8,109.5,62.7,7.6,3,hypertrophy,Deadlift,back,400.0,8,3200.0
1259,FULLBODY2,2020-01-15,95.4,okay,114.7,33.9,80.7,61.8,132.5,66.6,7.2,3,hypertrophy,Overhead Press,shoulders,822.5,11,9047.5
1417,FULLBODY1,2021-01-16,97.6,okay,117.6,34.5,83.1,62.4,135.8,68.1,7.5,2,deload,Back Squat,legs,1155.0,7,8085.0
318,FULLBODY3,2014-01-08,73.7,good,87.0,25.4,62.9,48.6,104.2,68.5,8.2,2,hypertrophy,Lying Leg Curl,hamstrings,172.5,9,1552.5
436,FULLBODY1,2014-10-13,76.4,okay,92.0,26.1,64.7,48.9,107.0,62.3,7.0,2,hypertrophy,Assisted Dip,triceps,327.5,7,2292.5
1141,FULLBODY1,2019-04-14,93.8,okay,113.3,32.5,80.4,61.2,130.7,61.3,7.4,2,hypertrophy,Barbell Bench Press,chest,922.5,6,5535.0
161,FULLBODY2,2013-01-08,72.1,okay,85.7,25.9,59.5,46.4,101.4,60.6,7.5,4,deload,Dumbbell Skull Crusher,triceps,105.0,12,1260.0
1061,FULLBODY2,2018-10-09,92.7,okay,111.5,31.9,78.9,60.8,130.4,56.0,7.7,3,hypertrophy,Deadlift,back,502.5,11,5527.5
1904,FULLBODY2,2024-02-27,109.7,tired,131.2,37.8,93.4,71.9,154.1,57.2,6.4,4,hypertrophy,Cable Flye,chest,1197.5,7,8382.5
1802,FULLBODY2,2023-07-05,107.3,okay,128.0,37.9,91.9,70.0,147.7,61.8,7.4,3,hypertrophy,Leg Extension,quads,1195.0,11,13145.0
349,FULLBODY1,2014-03-24,75.3,okay,90.5,26.8,62.0,49.1,105.5,66.2,7.5,4,hypertrophy,Standing Calf Raise,calves,272.5,9,2452.5
189,FULLBODY3,2013-03-15,71.3,good,84.5,25.0,61.4,46.4,98.6,58.9,8.0,1,hypertrophy,Lying Leg Curl,hamstrings,140.0,7,980.0
230,FULLBODY2,2013-06-17,71.7,good,85.7,24.4,61.5,47.0,101.1,66.6,8.3,2,hypertrophy,Deadlift,back,300.0,6,1800.0
602,FULLBODY2,2015-11-03,80.3,tired,96.5,27.3,68.5,51.8,111.8,55.2,6.4,5,hypertrophy,Leg Extension,quads,445.0,10,4450.0
1907,FULLBODY2,2024-03-04,109.9,okay,130.2,38.5,92.1,70.2,156.3,63.9,7.6,1,hypertrophy,Deadlift,back,1555.0,6,9330.0
1724,FULLBODY2,2023-01-02,104.7,okay,126.8,36.3,90.7,68.8,146.8,65.6,7.2,2,hypertrophy,Overhead Press,shoulders,1022.5,12,12270.0
1259,FULLBODY2,2020-01-15,95.4,okay,114.7,33.9,80.7,61.8,132.5,66.6,7.2,3,hypertrophy,Leg Extension,quads,930.0,10,9300.0
581,FULLBODY2,2015-09-14,79.9,good,95.1,27.9,67.4,51.1,114.0,61.4,9.3,1,hypertrophy,Crunch,core,260.0,10,2600.0
185,FULLBODY2,2013-03-06,71.4,okay,85.8,25.1,60.7,47.3,100.1,64.6,7.7,2,deload,Dumbbell Skull Crusher,triceps,127.5,11,1402.5
716,FULLBODY2,2016-07-26,84.2,tired,102.3,29.3,69.8,55.7,119.1,60.5,6.6,6,hypertrophy,Chest-Supported TBar-Row,back,467.5,8,3740.0
1871,FULLBODY2,2023-12-11,108.4,good,129.9,38.6,91.5,69.9,153.3,67.3,9.1,1,hypertrophy,Leg Extension,quads,1700.0,8,13600.0
1419,FULLBODY3,2021-01-21,97.7,good,117.4,34.0,81.8,62.0,135.6,62.7,8.0,5,hypertrophy,Dumbbell Walking Lunge,legs,1055.0,6,6330.0
1851,FULLBODY3,2023-10-25,108.5,good,129.6,37.7,92.7,70.3,150.7,60.1,8.4,2,hypertrophy,Dumbbell Incline Press,chest,1455.0,9,13095.0
582,FULLBODY3,2015-09-16,79.9,tired,97.3,28.9,69.1,52.8,112.1,60.6,7.0,2,hypertrophy,Seated Face Pull,shoulders,302.5,9,2722.5
216,FULLBODY3,2013-05-15,72.0,tired,85.7,25.2,60.7,47.5,100.5,58.0,6.3,5,hypertrophy,Reverse Grip Lat Pulldown,back,207.5,6,1245.0
223,FULLBODY1,2013-06-03,72.1,tired,86.6,26.0,60.8,47.2,98.1,53.8,5.8,3,hypertrophy,Standing Calf Raise,calves,140.0,12,1680.0
1063,FULLBODY1,2018-10-15,92.7,good,109.7,32.2,75.8,60.2,127.9,56.7,8.7,1,hypertrophy,Lat Pulldown,back,472.5,11,5197.5
797,FULLBODY2,2017-01-30,86.4,good,103.1,29.7,73.7,56.0,118.6,64.0,8.9,1,hypertrophy,Crunch,core,390.0,9,3510.0
862,FULLBODY1,2017-07-01,86.8,tired,103.3,30.8,73.8,57.1,122.3,64.4,6.4,4,hypertrophy,Back Squat,legs,642.5,8,5140.0
1244,FULLBODY2,2019-12-10,95.4,okay,113.4,32.9,80.6,61.5,131.5,60.0,7.1,1,hypertrophy,Leg Extension,quads,1150.0,8,9200.0
1630,FULLBODY1,2022-05-30,102.0,okay,122.8,35.7,86.5,66.5,141.9,65.8,7.4,3,hypertrophy,Lat Pulldown,back,1297.5,6,7785.0
1779,FULLBODY3,2023-05-11,106.7,okay,129.0,37.9,91.7,68.8,150.0,62.2,7.4,2,hypertrophy,Dumbbell Incline Press,chest,1147.5,11,12622.5
263,FULLBODY2,2013-09-04,72.9,tired,88.5,25.3,61.7,48.2,102.2,58.0,5.6,4,hypertrophy,Chest-Supported TBar-Row,back,177.5,9,1597.5
802,FULLBODY1,2017-02-11,86.2,good,103.8,30.5,75.9,56.6,120.8,65.3,9.3,1,hypertrophy,Assisted Dip,triceps,482.5,8,3860.0
1204,FULLBODY1,2019-09-09,95.2,okay,114.9,33.8,79.3,61.0,136.1,69.6,7.5,2,hypertrophy,Assisted Dip,triceps,602.5,9,5422.5
1205,FULLBODY2,2019-09-09,95.2,good,114.2,33.0,81.4,62.3,134.4,66.2,8.1,4,hypertrophy,Leg Extension,quads,890.0,10,8900.0
763,FULLBODY1,2016-11-14,85.3,tired,100.1,30.0,72.8,56.7,119.0,66.6,5.9,3,hypertrophy,Barbell Bench Press,chest,420.0,9,3780.0
194,FULLBODY2,2013-03-25,71.4,okay,86.3,24.3,61.3,46.2,101.5,60.8,7.8,1,hypertrophy,Leg Extension,quads,145.0,12,1740.0
592,FULLBODY1,2015-10-12,79.9,good,95.7,28.2,67.1,51.6,112.7,59.4,9.1,1,hypertrophy,Assisted Dip,triceps,332.5,9,2992.5
957,FULLBODY3,2018-02-07,89.8,okay,108.8,31.5,77.2,58.1,125.0,55.5,7.3,2,hypertrophy,Dumbbell Lateral Raise,shoulders,602.5,11,6627.5
1765,FULLBODY1,2023-04-10,106.0,good,129.4,38.1,89.6,69.5,147.0,64.3,8.3,2,hypertrophy,Standing Calf Raise,calves,1247.5,8,9980.0
693,FULLBODY3,2016-06-02,84.6,tired,101.7,28.8,71.6,53.4,119.7,57.9,6.2,6,hypertrophy,Dumbbell Walking Lunge,legs,390.0,8,3120.0
675,FULLBODY3,2016-04-22,83.8,okay,100.4,28.7,71.1,55.1,117.2,65.3,7.9,3,hypertrophy,Dumbbell Lateral Raise,shoulders,692.5,7,4847.5
1128,FULLBODY3,2019-03-13,93.5,good,112.4,32.6,79.3,62.3,128.9,57.1,9.7,1,hypertrophy,Dumbbell Walking Lunge,legs,837.5,6,5025.0
577,FULLBODY1,2015-09-06,80.0,okay,95.3,28.0,67.1,52.4,113.1,60.5,7.4,3,deload,Back Squat,legs,292.5,12,3510.0
177,FULLBODY3,2013-02-13,71.3,okay,82.5,24.8,60.6,46.1,97.9,68.1,7.6,3,deload,Barbell Hip Thrust,glutes,160.0,12,1920.0
1095,FULLBODY3,2018-12-28,92.5,okay,110.2,32.1,77.9,59.7,129.1,65.2,7.6,2,hypertrophy,Lying Leg Curl,hamstrings,810.0,6,4860.0
1066,FULLBODY1,2018-10-20,92.6,good,109.6,31.9,78.4,59.7,129.0,58.1,8.0,4,hypertrophy,Assisted Dip,triceps,407.5,12,4890.0
1925,FULLBODY2,2024-04-17,109.5,okay,131.5,38.0,93.3,72.0,153.0,59.5,7.2,4,hypertrophy,Chest-Supported TBar-Row,back,1537.5,6,9225.0
1783,FULLBODY1,2023-05-21,106.7,good,129.1,38.1,90.0,69.3,149.6,49.6,8.1,3,hypertrophy,Lat Pulldown,back,850.0,10,8500.0
1725,FULLBODY3,2023-01-05,104.7,good,124.9,37.3,88.0,68.2,144.7,65.0,8.4,2,hypertrophy,Lying Leg Curl,hamstrings,1257.5,6,7545.0
322,FULLBODY1,2014-01-18,73.7,tired,88.8,26.0,64.0,48.0,102.5,58.5,6.4,5,hypertrophy,Assisted Dip,triceps,160.0,11,1760.0
147,FULLBODY3,2012-12-06,72.5,tired,87.1,24.9,61.5,46.0,101.5,68.7,6.0,2,hypertrophy,Barbell Hip Thrust,glutes,142.5,12,1710.0
1558,FULLBODY1,2021-12-13,100.3,tired,121.4,34.3,85.3,64.5,139.5,67.7,6.7,2,hypertrophy,Assisted Dip,triceps,650.0,11,7150.0
917,FULLBODY2,2017-11-07,87.7,good,105.1,31.1,73.3,57.2,123.7,65.9,9.6,1,hypertrophy,Dumbbell Skull Crusher,triceps,652.5,10,6525.0
1331,FULLBODY2,2020-06-29,95.8,okay,114.3,34.2,82.3,62.8,134.0,56.2,7.7,2,hypertrophy,Dumbbell Skull Crusher,triceps,790.0,12,9480.0
1016,FULLBODY2,2018-06-26,91.1,okay,108.8,31.8,78.7,59.5,128.9,67.0,7.7,2,hypertrophy,Deadlift,back,590.0,9,5310.0
1252,FULLBODY1,2019-12-28,95.6,okay,115.0,34.1,82.1,62.0,136.5,61.4,7.2,1,hypertrophy,Lat Pulldown,back,760.0,8,6080.0
486,FULLBODY3,2015-02-04,77.5,okay,92.9,27.1,66.5,51.2,107.2,67.1,7.7,1,hypertrophy,Reverse Grip Lat Pulldown,back,432.5,6,2595.0
45,FULLBODY3,2012-04-12,70.6,good,84.8,24.1,59.9,44.7,100.2,57.3,8.3,2,hypertrophy,Dumbbell Lateral Raise,shoulders,30.0,12,360.0
91,FULLBODY1,2012-07-30,71.4,tired,85.2,25.0,61.3,46.4,99.3,64.2,6.4,3,hypertrophy,Dumbbell Supinated Curl,biceps,60.0,8,480.0
1420,FULLBODY1,2021-01-23,97.7,tired,117.2,34.0,82.4,64.9,137.1,57.2,6.9,1,hypertrophy,Dumbbell Supinated Curl,biceps,652.5,10,6525.0
1245,FULLBODY3,2019-12-13,95.5,okay,115.6,33.7,80.2,63.0,135.7,64.1,7.1,3,hypertrophy,Dumbbell Lateral Raise,shoulders,775.0,11,8525.0
1277,FULLBODY2,2020-02-24,95.8,good,115.3,33.7,81.6,62.3,134.9,59.1,9.0,1,hypertrophy,Cable Flye,chest,957.5,6,5745.0
1660,FULLBODY1,2022-08-07,103.8,okay,124.3,36.6,88.5,67.3,145.0,63.9,7.3,3,hypertrophy,Assisted Dip,triceps,1085.0,7,7595.0
870,FULLBODY3,2017-07-20,86.9,okay,103.9,30.2,73.4,56.4,121.5,54.2,7.2,4,hypertrophy,Seated Face Pull,shoulders,667.5,6,4005.0
1964,FULLBODY2,2024-07-16,110.7,okay,132.6,39.1,93.3,72.0,153.1,65.5,7.6,2,hypertrophy,Overhead Press,shoulders,1160.0,12,13920.0
1023,FULLBODY3,2018-07-13,91.2,okay,108.1,32.9,77.5,59.3,126.8,66.6,7.9,2,hypertrophy,Barbell Hip Thrust,glutes,647.5,12,7770.0
425,FULLBODY2,2014-09-17,76.2,good,88.8,27.4,65.5,49.9,107.7,53.1,8.4,3,deload,Chest-Supported TBar-Row,back,285.0,8,2280.0
1961,FULLBODY2,2024-07-08,110.5,okay,132.3,37.8,92.4,72.4,155.7,67.0,7.2,3,deload,Chest-Supported TBar-Row,back,1567.5,6,9405.0
1166,FULLBODY2,2019-06-10,94.8,okay,115.5,33.7,81.3,62.8,133.0,70.9,7.8,4,hypertrophy,Dumbbell Skull Crusher,triceps,687.5,12,8250.0
1139,FULLBODY2,2019-04-10,93.8,good,113.4,32.6,79.7,60.9,130.8,55.9,9.2,2,hypertrophy,Crunch,core,475.0,11,5225.0
556,FULLBODY1,2015-07-19,79.9,tired,95.8,27.4,69.4,52.2,112.0,63.6,7.0,3,hypertrophy,Back Squat,legs,422.5,8,3380.0
1923,FULLBODY3,2024-04-11,109.6,okay,132.4,38.1,93.5,72.2,153.5,65.6,7.1,2,hypertrophy,Dumbbell Walking Lunge,legs,1412.5,6,8475.0
1582,FULLBODY1,2022-02-05,100.5,good,121.8,34.9,85.4,66.2,141.4,53.6,8.6,2,hypertrophy,Romanian Deadlift,hamstrings,930.0,8,7440.0
682,FULLBODY1,2016-05-08,84.2,tired,101.3,29.5,72.1,53.6,117.7,61.6,6.5,5,hypertrophy,Assisted Dip,triceps,370.0,9,3330.0
963,FULLBODY3,2018-02-22,90.0,okay,107.8,32.7,77.8,58.8,122.4,59.5,7.9,1,hypertrophy,Lying Leg Curl,hamstrings,425.0,10,4250.0
1874,FULLBODY2,2023-12-18,108.6,good,129.3,38.1,93.0,71.4,153.2,53.6,8.8,2,hypertrophy,Leg Extension,quads,1512.5,9,13612.5
1067,FULLBODY2,2018-10-23,92.7,good,110.8,32.6,79.4,60.7,128.9,67.7,8.3,1,hypertrophy,Cable Flye,chest,537.5,9,4837.5
1801,FULLBODY1,2023-07-01,107.3,tired,130.6,38.0,90.6,69.2,149.2,64.8,6.5,3,deload,Lat Pulldown,back,1072.5,8,8580.0
1502,FULLBODY2,2021-08-04,100.1,okay,120.5,35.3,84.5,64.6,138.8,67.8,7.2,2,hypertrophy,Cable Flye,chest,1110.0,6,6660.0
1955,FULLBODY2,2024-06-25,110.3,tired,130.8,39.1,93.4,70.5,154.5,60.6,6.7,2,hypertrophy,Deadlift,back,1190.0,8,9520.0
1563,FULLBODY3,2021-12-23,100.0,okay,120.3,34.2,83.9,64.5,138.4,68.7,8.0,2,hypertrophy,Seated Face Pull,shoulders,1040.0,7,7280.0
263,FULLBODY2,2013-09-04,72.9,tired,88.5,25.3,61.7,48.2,102.2,58.0,5.6,4,hypertrophy,Dumbbell Skull Crusher,triceps,157.5,12,1890.0
1819,FULLBODY1,2023-08-12,107.5,good,126.5,37.1,90.2,69.6,149.3,63.7,8.2,3,hypertrophy,Assisted Dip,triceps,1387.5,6,8325.0
224,FULLBODY2,2013-06-04,72.0,okay,86.2,24.9,61.9,45.8,101.1,62.6,7.6,1,hypertrophy,Leg Extension,quads,177.5,11,1952.5
525,FULLBODY3,2015-05-07,78.8,okay,94.1,27.2,66.3,52.1,108.5,55.3,7.8,1,hypertrophy,Dumbbell Lateral Raise,shoulders,347.5,11,3822.5
1926,FULLBODY3,2024-04-18,109.6,tired,132.3,37.6,91.5,71.6,152.2,61.9,6.1,6,hypertrophy,Barbell Hip Thrust,glutes,1172.5,12,14070.0
1733,FULLBODY2,2023-01-23,104.9,tired,127.2,36.8,88.1,68.1,148.2,63.2,6.5,3,hypertrophy,Deadlift,back,1065.0,8,8520.0
672,FULLBODY3,2016-04-13,83.2,okay,100.2,29.3,69.9,53.2,116.7,52.4,7.6,2,hypertrophy,Dumbbell Incline Press,chest,422.5,12,5070.0
1995,FULLBODY3,2024-09-27,110.6,tired,132.3,39.8,94.3,71.7,154.7,51.5,5.3,4,hypertrophy,Lying Leg Curl,hamstrings,1080.0,8,8640.0
475,FULLBODY1,2015-01-10,77.2,good,92.4,26.5,67.2,50.7,108.3,61.7,9.4,1,hypertrophy,Lat Pulldown,back,420.0,6,2520.0
742,FULLBODY1,2016-09-24,84.0,okay,100.2,28.8,71.4,53.1,114.9,68.5,7.5,3,hypertrophy,Standing Calf Raise,calves,497.5,9,4477.5
325,FULLBODY1,2014-01-27,73.6,tired,88.7,26.2,63.9,48.2,100.0,64.3,6.2,2,hypertrophy,Assisted Dip,triceps,222.5,8,1780.0
1880,FULLBODY2,2024-01-02,108.9,okay,129.5,37.7,93.2,71.1,151.2,69.5,7.9,3,hypertrophy,Overhead Press,shoulders,1107.5,12,13290.0
608,FULLBODY2,2015-11-17,80.5,tired,95.8,27.9,66.7,52.5,113.9,52.5,5.9,3,hypertrophy,Crunch,core,337.5,8,2700.0
682,FULLBODY1,2016-05-08,84.2,tired,101.3,29.5,72.1,53.6,117.7,61.6,6.5,5,hypertrophy,Dumbbell Supinated Curl,biceps,440.0,7,3080.0
1347,FULLBODY3,2020-08-07,96.3,okay,115.8,33.3,80.1,63.8,134.4,65.4,7.0,3,hypertrophy,Dumbbell Walking Lunge,legs,1002.5,6,6015.0
673,FULLBODY1,2016-04-18,83.4,tired,100.2,29.3,72.0,52.3,116.5,61.6,6.3,4,deload,Standing Calf Raise,calves,465.0,9,4185.0
